

Trajectories
100
,,Carre:Ante_braco1,,,Carre:Ante_braco2,,,Carre:braco2,,,Carre:caneta1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3698,0,51.5981,-159.768,256.306,185.358,-80.782,120.887,99.6653,49.0312,91.1708,20.4859,171.485,203.136
3699,0,51.6462,-159.877,256.408,185.354,-80.936,120.836,99.6991,48.8495,91.2611,20.4566,171.34,203.093
3700,0,51.7293,-159.945,256.54,185.377,-81.0683,120.812,99.6771,48.6727,91.2285,20.4703,171.162,203.085
3701,0,51.7864,-159.959,256.639,185.381,-81.2084,120.796,99.6694,48.4606,91.2309,20.4119,171.048,203.068
3702,0,51.8064,-160.007,256.701,185.371,-81.3705,120.793,99.6533,48.3254,91.2146,20.422,170.893,203.078
3703,0,51.9348,-160.01,256.808,185.309,-81.5162,120.738,99.6827,48.1622,91.2095,20.361,170.663,203.075
3704,0,51.9462,-160.091,256.858,185.335,-81.6284,120.723,99.6665,48.0506,91.1842,20.3385,170.619,203.032
3705,0,51.9249,-160.163,256.878,185.371,-81.7202,120.725,99.7619,47.9634,91.1954,20.3945,170.299,203.063
3706,0,51.965,-160.18,256.881,185.413,-81.8435,120.705,99.7463,47.8187,91.1628,20.3797,170.253,203.048
3707,0,51.989,-160.201,256.905,185.433,-81.9533,120.711,99.7441,47.7223,91.176,20.4726,170.109,203.052
3708,0,52.0103,-160.241,256.917,185.468,-82.0355,120.7,99.782,47.5668,91.1703,20.4515,169.999,203.034
3709,0,52.027,-160.229,256.951,185.488,-82.1081,120.681,99.7627,47.4557,91.1614,20.4612,169.918,203.024
3710,0,52.0165,-160.278,256.974,185.473,-82.1862,120.637,99.7984,47.3459,91.1373,20.4461,169.791,202.997
3711,0,52.0845,-160.328,256.996,185.579,-82.2502,120.633,99.8222,47.2042,91.1146,20.344,169.753,202.971
3712,0,52.1012,-160.287,257.01,185.656,-82.3641,120.621,99.8386,47.0996,91.1106,20.3376,169.615,202.954
3713,0,52.11,-160.329,257.027,185.724,-82.4856,120.625,99.8661,46.9469,91.081,20.3119,169.511,202.915
3714,0,52.1414,-160.331,257.07,185.82,-82.6354,120.655,99.9136,46.7931,91.0998,20.3506,169.325,202.902
3715,0,52.1879,-160.363,257.092,185.918,-82.7986,120.656,99.9483,46.5935,91.1138,20.3327,169.152,202.883
3716,0,52.1959,-160.374,257.062,186.094,-82.8417,120.669,100.015,46.4209,91.1369,20.3207,168.921,202.853
3717,0,52.3089,-160.375,257.083,186.215,-82.9956,120.683,100.089,46.296,91.157,20.3588,168.776,202.828
3718,0,52.3616,-160.375,257.058,186.343,-83.1254,120.676,100.145,46.1155,91.1117,20.4282,168.544,202.852
3719,0,52.3561,-160.397,257.059,186.481,-83.2583,120.691,100.206,45.8636,91.1537,20.4589,168.396,202.79
3720,0,52.4234,-160.378,257.031,186.577,-83.4413,120.681,100.259,45.563,91.1669,20.5464,168.156,202.772
3721,0,52.3956,-160.46,257.05,186.68,-83.556,120.658,100.267,45.3048,91.1725,20.5413,167.99,202.737
3722,0,52.4464,-160.419,257.022,186.779,-83.7309,120.68,100.267,45.0638,91.1881,20.5644,167.777,202.769
3723,0,52.4549,-160.459,257.022,186.835,-83.8981,120.624,100.283,44.8227,91.1177,20.5507,167.441,202.8
3724,0,52.4911,-160.49,257.034,186.887,-84.0484,120.632,100.32,44.615,91.1385,20.467,167.278,202.783
3725,0,52.5155,-160.488,257.008,186.976,-84.1385,120.576,100.393,44.4473,91.1366,20.4328,167.028,202.787
3726,0,52.6084,-160.506,257.033,187.044,-84.2597,120.553,100.479,44.2848,91.0936,20.3661,166.846,202.745
3727,0,52.6453,-160.529,257.025,187.069,-84.3523,120.51,100.527,44.1235,91.137,20.3454,166.6,202.751
3728,0,52.6546,-160.544,257.033,187.132,-84.4663,120.515,100.607,43.962,91.1252,20.4452,166.479,202.689
3729,0,52.6597,-160.559,256.996,187.192,-84.544,120.476,100.66,43.8658,91.1588,20.479,166.286,202.649
3730,0,52.662,-160.68,257.034,187.206,-84.6619,120.47,100.735,43.742,91.1444,20.5735,166.142,202.614
3731,0,52.6869,-160.71,257.038,187.29,-84.7427,120.463,100.753,43.5278,91.1899,20.4907,165.944,202.54
3732,0,52.7848,-160.746,257.041,187.337,-84.853,120.441,100.764,43.34,91.2148,20.4566,165.652,202.531
3733,0,52.8062,-160.787,257.041,187.504,-84.8916,120.491,100.782,43.1209,91.2025,20.319,165.441,202.537
3734,0,52.8355,-160.807,256.999,187.61,-85.0256,120.477,100.825,42.9388,91.2615,20.3503,165.137,202.565
3735,0,52.8499,-160.852,256.976,187.703,-85.2046,120.464,100.837,42.688,91.2234,20.3372,164.949,202.539
3736,0,52.8986,-160.857,256.975,187.79,-85.3626,120.446,100.834,42.4285,91.2778,20.4113,164.598,202.564
3737,0,52.9297,-160.918,256.951,187.914,-85.5167,120.436,100.863,42.1123,91.2661,20.3762,164.309,202.652
3738,0,52.9414,-160.921,256.916,188.067,-85.6617,120.428,100.867,41.8146,91.1965,20.401,164.01,202.669
3739,0,53.0205,-160.935,256.913,188.217,-85.8396,120.398,100.856,41.4653,91.2402,20.3563,163.812,202.634
3740,0,53.0373,-160.969,256.828,188.344,-86.0318,120.364,100.901,41.1538,91.2384,20.2938,163.523,202.639
3741,0,53.0809,-161.04,256.826,188.418,-86.2913,120.308,100.93,40.8096,91.1713,20.2247,163.149,202.632
3742,0,53.1595,-161.067,256.761,188.588,-86.4661,120.317,101.004,40.583,91.1728,20.2118,162.839,202.659
3743,0,53.0964,-161.149,256.779,188.664,-86.7053,120.294,101.046,40.3504,91.1102,20.246,162.439,202.656
3744,0,53.249,-161.194,256.784,188.758,-86.898,120.325,101.088,40.0914,91.0702,20.1983,162.108,202.625
3745,0,53.275,-161.238,256.774,188.861,-87.1265,120.304,101.113,39.8076,91.1,20.3238,161.847,202.538
3746,0,53.3365,-161.278,256.731,188.958,-87.3239,120.269,101.124,39.5226,91.1056,20.2496,161.541,202.487
3747,0,53.3519,-161.328,256.734,189.025,-87.5317,120.282,101.2,39.3008,91.1287,20.2283,161.274,202.479
3748,0,53.4388,-161.371,256.706,189.076,-87.7038,120.243,101.222,38.9699,91.1633,20.185,160.841,202.536
3749,0,53.5073,-161.432,256.686,189.099,-87.8909,120.259,101.255,38.6874,91.176,20.0731,160.472,202.537
3750,0,53.5502,-161.497,256.716,189.174,-88.0637,120.249,101.257,38.3559,91.214,20.0736,160.132,202.541
3751,0,53.6187,-161.548,256.729,189.272,-88.2981,120.257,101.254,37.9788,91.2402,20.1243,159.689,202.621
3752,0,53.6875,-161.583,256.725,189.365,-88.4933,120.24,101.307,37.6714,91.2695,20.0852,159.468,202.59
3753,0,53.7508,-161.655,256.713,189.485,-88.7352,120.179,101.34,37.3901,91.3123,20.0745,159.164,202.58
3754,0,53.7836,-161.715,256.677,189.543,-88.9651,120.146,101.418,37.1033,91.2635,20.0247,158.754,202.607
3755,0,53.8311,-161.751,256.647,189.653,-89.1428,120.143,101.409,36.8387,91.2725,20.0036,158.591,202.559
3756,0,53.9078,-161.809,256.631,189.734,-89.3043,120.117,101.375,36.5375,91.1374,20.112,158.246,202.582
3757,0,54.004,-161.843,256.624,189.817,-89.4442,120.137,101.469,36.4109,91.2031,19.9656,158.094,202.515
3758,0,54.0172,-161.896,256.603,189.924,-89.5688,120.104,101.499,36.2,91.2146,19.9263,157.831,202.527
3759,0,54.1163,-161.941,256.558,190.006,-89.6915,120.112,101.478,35.9471,91.1148,19.9469,157.646,202.559
3760,0,54.1788,-161.956,256.547,190.077,-89.7902,120.096,101.576,35.8375,91.1813,19.9225,157.58,202.461
3761,0,54.1189,-161.981,256.489,190.167,-89.8816,120.143,101.608,35.661,91.1907,20.0113,157.336,202.495
3762,0,54.1717,-162.01,256.476,190.133,-90.0684,120.075,101.632,35.4938,91.1823,19.9418,157.18,202.473
3763,0,54.232,-162.016,256.494,190.218,-90.1605,120.059,101.667,35.4238,91.123,20.0299,156.999,202.452
3764,0,54.2387,-162.033,256.48,190.186,-90.2916,120.007,101.706,35.2788,91.1002,19.9925,156.875,202.442
3765,0,54.2254,-162.054,256.437,190.228,-90.3811,120.008,101.675,35.1269,91.0863,20.0263,156.715,202.433
3766,0,54.2075,-162.069,256.441,190.299,-90.498,120.012,101.655,34.9016,91.109,19.9266,156.547,202.388
3767,0,54.3148,-162.084,256.436,190.373,-90.6068,120.036,101.652,34.8186,91.0859,19.8538,156.465,202.357
3768,0,54.2392,-162.117,256.447,190.442,-90.7166,120.021,101.671,34.6422,91.1154,19.8882,156.219,202.397
3769,0,54.3635,-162.145,256.483,190.496,-90.8049,120.047,101.7,34.5153,91.1064,19.8147,156.223,202.295
3770,0,54.3093,-162.184,256.411,190.62,-90.9135,120.076,101.725,34.3827,91.1245,19.7782,155.981,202.319
3771,0,54.4479,-162.207,256.455,190.67,-91.0118,120.082,101.768,34.2045,91.1117,19.6475,155.85,202.278
3772,0,54.4421,-162.259,256.405,190.712,-91.1511,120.075,101.786,34.0552,91.1526,19.5471,155.491,202.32
3773,0,54.5195,-162.262,256.413,190.789,-91.2214,120.069,101.813,33.8337,91.1651,19.4638,155.326,202.271
3774,0,54.5671,-162.288,256.421,190.844,-91.3311,120.034,101.824,33.6646,91.2052,19.4758,155.026,202.269
3775,0,54.562,-162.301,256.423,190.865,-91.4736,119.999,101.9,33.447,91.1678,19.4619,154.833,202.238
3776,0,54.6498,-162.342,256.426,190.9,-91.5909,119.989,101.797,33.4821,91.1537,19.5213,154.549,202.254
3777,0,54.6299,-162.387,256.37,190.999,-91.7428,119.977,101.879,33.293,91.0794,19.5284,154.405,202.215
3778,0,54.6304,-162.412,256.35,190.984,-91.9593,119.895,101.956,32.8604,91.1746,19.4845,154.149,202.153
3779,0,54.7011,-162.449,256.344,191.108,-92.0867,119.884,102.058,32.648,91.2012,19.5115,153.886,202.137
3780,0,54.7486,-162.463,256.315,191.162,-92.2955,119.862,102.051,32.2976,91.2125,19.3117,153.718,202.074
3781,0,54.7623,-162.504,256.292,191.257,-92.4689,119.829,102.082,32.0407,91.2718,19.2947,153.333,202.109
3782,0,54.8585,-162.52,256.281,191.367,-92.6005,119.78,102.143,31.7248,91.268,19.2871,152.997,202.159
3783,0,54.8925,-162.561,256.258,191.461,-92.7758,119.773,102.19,31.4533,91.3101,19.2244,152.807,202.114
3784,0,54.9101,-162.578,256.264,191.55,-92.9068,119.73,102.199,31.2423,91.3453,19.2772,152.649,202.061
3785,0,54.9705,-162.621,256.247,191.639,-93.0473,119.697,102.224,30.9615,91.2945,19.296,152.357,202.094
3786,0,55.0428,-162.659,256.27,191.712,-93.1699,119.668,102.253,30.7211,91.3471,19.2603,152.191,202.005
3787,0,55.096,-162.695,256.25,191.772,-93.3254,119.63,102.298,30.5909,91.3814,19.2874,151.968,202.049
3788,0,55.1286,-162.742,256.219,191.894,-93.4798,119.656,102.328,30.3708,91.3698,19.2935,151.748,202.042
3789,0,55.1759,-162.785,256.241,192.006,-93.5937,119.607,102.355,30.2075,91.3998,19.1824,151.514,202.034
3790,0,55.2311,-162.83,256.224,192.081,-93.733,119.593,102.42,30.0339,91.3606,19.1295,151.238,202.027
3791,0,55.2697,-162.847,256.186,192.182,-93.9083,119.603,102.465,29.842,91.3321,19.0751,150.891,202.064
3792,0,55.3089,-162.856,256.171,192.257,-94.0472,119.559,102.522,29.6831,91.2799,19.0553,150.627,202.061
3793,0,55.3701,-162.901,256.198,192.299,-94.2601,119.568,102.576,29.4713,91.2332,19.0425,150.381,202.018
3794,0,55.3707,-162.928,256.155,192.405,-94.379,119.569,102.647,29.2972,91.2589,19.0555,150.092,202.008
3795,0,55.3881,-162.939,256.121,192.414,-94.5799,119.543,102.628,29.0336,91.208,19.0146,149.855,201.972
3796,0,55.486,-162.962,256.127,192.505,-94.7451,119.534,102.68,28.7822,91.2317,18.9039,149.598,201.943
3797,0,55.4824,-162.984,256.109,192.611,-94.878,119.553,102.751,28.5891,91.2347,18.9019,149.349,201.971
3798,0,55.4788,-162.967,256.053,192.654,-94.9765,119.533,102.789,28.4008,91.2242,18.8887,149.157,201.972
3799,0,55.5337,-163.023,256.099,192.724,-95.0453,119.625,102.79,28.1958,91.2016,18.935,149.01,201.966
3800,0,55.5898,-163.042,256.107,192.756,-95.131,119.624,102.811,28.0305,91.2471,18.8865,148.886,201.928
3801,0,55.5469,-163.087,256.079,192.814,-95.2305,119.62,102.835,27.8975,91.2522,18.8964,148.748,201.943
3802,0,55.5655,-163.09,256.051,192.859,-95.2734,119.638,102.821,27.7499,91.2386,18.8758,148.595,201.995
3803,0,55.5911,-163.112,256.047,192.857,-95.332,119.648,102.826,27.741,91.2354,18.8871,148.472,202.015
3804,0,55.599,-163.145,256.075,192.867,-95.3587,119.649,102.832,27.6863,91.2659,18.9441,148.415,202.028
3805,0,55.5785,-163.179,256.073,192.848,-95.3602,119.648,102.851,27.6481,91.2514,18.9799,148.354,202.016
3806,0,55.5282,-163.167,256.057,192.836,-95.3594,119.634,102.847,27.6329,91.2591,18.9743,148.371,202.013
3807,0,55.5422,-163.189,256.047,192.856,-95.3948,119.673,102.844,27.6159,91.2566,18.9733,148.398,201.981
3808,0,55.5107,-163.21,256.038,192.82,-95.3765,119.641,102.875,27.6209,91.2355,18.8895,148.483,201.904
3809,0,55.5858,-163.226,256.07,192.844,-95.4216,119.652,102.875,27.5976,91.2296,18.8255,148.535,201.878
3810,0,55.5326,-163.25,256.032,192.832,-95.3797,119.643,102.86,27.5781,91.2294,18.7581,148.575,201.824
3811,0,55.4926,-163.242,256.024,192.837,-95.3849,119.667,102.889,27.5716,91.201,18.6775,148.534,201.852
3812,0,55.508,-163.23,256.03,192.836,-95.4192,119.652,102.901,27.5649,91.2175,18.6587,148.461,201.843
3813,0,55.4516,-163.207,255.975,192.827,-95.4216,119.648,102.929,27.5879,91.1952,18.6635,148.432,201.83
3814,0,55.5124,-163.197,255.977,192.831,-95.4086,119.619,102.978,27.5756,91.2053,18.6784,148.355,201.795
3815,0,55.492,-163.198,256.003,192.869,-95.4174,119.634,103.001,27.584,91.2079,18.6301,148.417,201.738
3816,0,55.4973,-163.202,255.967,192.873,-95.4286,119.617,103.052,27.6198,91.1919,18.5502,148.354,201.768
3817,0,55.4656,-163.194,255.928,192.864,-95.4091,119.629,103.068,27.6131,91.1923,18.4848,148.379,201.74
3818,0,55.4768,-163.15,255.888,192.856,-95.3958,119.628,103.044,27.6477,91.1934,18.4436,148.411,201.716
3819,0,55.459,-163.154,255.886,192.868,-95.3811,119.589,103.087,27.6405,91.1572,18.3801,148.427,201.648
3820,0,55.453,-163.145,255.898,192.889,-95.3625,119.606,103.085,27.6548,91.1503,18.3428,148.475,201.605
3821,0,55.4851,-163.127,255.898,192.898,-95.3556,119.621,103.096,27.649,91.1395,18.2759,148.495,201.537
3822,0,55.4395,-163.099,255.871,192.853,-95.3609,119.609,103.125,27.6549,91.1195,18.1832,148.515,201.516
3823,0,55.4072,-163.088,255.873,192.846,-95.3292,119.594,103.135,27.6642,91.149,18.1372,148.554,201.466
3824,0,55.393,-163.059,255.881,192.87,-95.3536,119.612,103.151,27.6744,91.1593,18.0662,148.597,201.421
3825,0,55.4128,-163.086,255.892,192.882,-95.325,119.619,103.148,27.6568,91.1347,17.9691,148.549,201.416
3826,0,55.3832,-163.041,255.856,192.887,-95.3329,119.604,103.158,27.6531,91.1252,17.9015,148.498,201.424
3827,0,55.4446,-163.019,255.873,192.885,-95.2944,119.591,103.173,27.6902,91.1209,17.8315,148.546,201.357
3828,0,55.4011,-162.983,255.858,192.883,-95.2728,119.607,103.192,27.7112,91.1163,17.7902,148.585,201.301
3829,0,55.4496,-162.955,255.835,192.869,-95.2648,119.568,103.198,27.7014,91.0927,17.7233,148.585,201.274
3830,0,55.427,-162.923,255.822,192.884,-95.2514,119.572,103.186,27.7067,91.0788,17.6405,148.646,201.23
3831,0,55.3969,-162.918,255.814,192.906,-95.2506,119.584,103.219,27.7198,91.093,17.5673,148.633,201.194
3832,0,55.423,-162.908,255.774,192.887,-95.2518,119.574,103.242,27.7248,91.0901,17.4842,148.645,201.152
3833,0,55.3851,-162.884,255.77,192.892,-95.2349,119.566,103.26,27.7409,91.0974,17.419,148.645,201.115
3834,0,55.3983,-162.89,255.735,192.911,-95.2227,119.53,103.262,27.7451,91.0661,17.3287,148.592,201.094
3835,0,55.4118,-162.866,255.684,192.949,-95.2141,119.514,103.294,27.7378,91.0818,17.2481,148.517,201.112
3836,0,55.3238,-162.833,255.639,192.975,-95.2175,119.505,103.262,27.7326,91.052,17.1735,148.44,201.125
3837,0,55.3104,-162.83,255.617,192.958,-95.2225,119.523,103.273,27.7527,91.0745,17.1848,148.406,201.114
3838,0,55.2738,-162.828,255.616,192.96,-95.2003,119.51,103.307,27.7593,91.0539,17.1671,148.38,201.116
3839,0,55.3219,-162.816,255.608,192.935,-95.1898,119.505,103.329,27.7717,91.0608,17.1116,148.366,201.085
3840,0,55.2747,-162.795,255.627,192.931,-95.1998,119.5,103.338,27.7983,91.0608,17.0797,148.38,201.032
3841,0,55.2857,-162.797,255.607,192.921,-95.2008,119.516,103.326,27.7857,91.0563,17.0161,148.37,201.024
3842,0,55.2161,-162.774,255.592,192.961,-95.1967,119.528,103.34,27.7787,91.0499,16.9089,148.316,201.051
3843,0,55.2484,-162.773,255.596,192.94,-95.1886,119.518,103.349,27.7707,91.0532,16.8366,148.251,201.045
3844,0,55.1806,-162.772,255.572,192.958,-95.1969,119.491,103.379,27.7981,91.0534,16.7697,148.168,201.035
3845,0,55.2195,-162.782,255.529,192.949,-95.1869,119.469,103.379,27.8101,91.0594,16.7334,148.13,201.049
3846,0,55.2418,-162.757,255.551,192.964,-95.1925,119.453,103.368,27.8192,91.0436,16.709,148.078,201.047
3847,0,55.1534,-162.751,255.505,192.971,-95.191,119.47,103.466,27.8512,91.0994,16.6778,148.059,201.016
3848,0,55.1711,-162.756,255.522,192.968,-95.1953,119.468,103.447,27.8893,91.0671,16.6691,148.044,201.023
3849,0,55.2229,-162.756,255.543,192.941,-95.1758,119.453,103.429,27.8939,91.0612,16.6182,148.025,201.025
3850,0,55.1596,-162.726,255.531,192.977,-95.1788,119.466,103.473,27.891,91.0485,16.551,147.942,201.036
3851,0,55.1994,-162.737,255.537,192.969,-95.1778,119.463,103.458,27.8967,91.0502,16.4771,147.825,201.077
3852,0,55.1567,-162.683,255.509,192.96,-95.1586,119.467,103.489,27.9264,91.0633,16.3933,147.724,201.07
3853,0,55.1189,-162.668,255.484,192.971,-95.1452,119.441,103.529,27.922,91.0603,16.3001,147.594,201.072
3854,0,55.1746,-162.664,255.5,192.986,-95.1336,119.444,103.497,27.9156,91.0359,16.219,147.525,201.082
3855,0,55.1338,-162.614,255.455,192.978,-95.164,119.379,103.539,27.9428,91.0326,16.1376,147.391,201.089
3856,0,55.1566,-162.565,255.449,192.987,-95.1549,119.378,103.509,27.9218,91.008,15.9995,147.355,201.064
3857,0,55.1168,-162.567,255.399,192.975,-95.1373,119.36,103.539,27.9616,91.0107,15.8832,147.385,201.036
3858,0,55.1635,-162.535,255.431,192.987,-95.1038,119.334,103.508,27.9452,91.0072,15.7758,147.377,201.003
3859,0,55.1203,-162.515,255.431,192.991,-95.0844,119.341,103.499,27.9325,91.0039,15.6727,147.305,201.016
3860,0,55.1054,-162.51,255.42,192.96,-95.0706,119.322,103.521,27.9555,90.9776,15.5573,147.169,201.052
3861,0,55.0635,-162.483,255.398,192.939,-95.042,119.328,103.54,27.9863,90.9876,15.5338,147.028,201.135
3862,0,55.0478,-162.49,255.412,192.949,-95.0085,119.322,103.531,28.0026,90.9663,15.461,146.828,201.21
3863,0,55.0739,-162.479,255.347,192.93,-95.0103,119.315,103.535,27.9994,90.9573,15.4647,146.655,201.277
3864,0,55.1416,-162.506,255.385,192.962,-94.9853,119.287,103.516,27.9958,90.9616,15.435,146.535,201.323
3865,0,55.157,-162.493,255.357,192.921,-95.0173,119.296,103.47,27.9647,90.967,15.2891,146.436,201.339
3866,0,55.2228,-162.514,255.395,192.93,-95.0179,119.285,103.439,27.9307,90.9815,15.1156,146.386,201.356
3867,0,55.1615,-162.498,255.331,192.927,-95.0367,119.283,103.409,27.8992,90.9749,14.9272,146.363,201.419
3868,0,55.2611,-162.514,255.35,192.943,-95.051,119.306,103.35,27.7937,90.9808,14.6089,146.259,201.468
3869,0,55.2668,-162.548,255.336,192.909,-95.0419,119.273,103.283,27.7555,90.9896,14.2958,146.132,201.554
3870,0,55.2635,-162.53,255.289,192.932,-95.0445,119.252,103.229,27.6762,91.0603,13.9216,145.878,201.654
3871,0,55.3466,-162.545,255.31,192.937,-95.0196,119.244,103.184,27.5975,91.1607,13.5735,145.691,201.755
3872,0,55.3347,-162.533,255.265,192.936,-95.0007,119.211,103.106,27.4826,91.2627,13.1605,145.404,201.852
3873,0,55.3826,-162.556,255.24,192.963,-95.0115,119.271,103.012,27.3436,91.4218,12.6692,145.064,201.93
3874,0,55.4057,-162.539,255.221,193.043,-95.0336,119.275,102.944,27.2153,91.698,12.2681,144.744,202.084
3875,0,55.4551,-162.492,255.151,193.236,-95.1289,119.221,103.004,27.0098,91.8497,12.1942,144.001,202.355
3876,0,55.5765,-162.45,255.072,193.381,-95.3235,119.225,103.05,26.724,92.0606,12.225,143.111,202.714
3877,0,55.6847,-162.414,255.026,193.586,-95.5435,119.305,103.051,26.5153,92.2134,12.1611,142.22,202.941
3878,0,55.7967,-162.371,255.051,193.774,-95.8034,119.366,103.146,26.088,92.6085,12.2648,141.228,203.246
3879,0,55.9714,-162.387,255.074,193.929,-95.9359,119.368,103.131,25.9629,92.6301,12.1721,140.162,203.618
3880,0,56.0038,-162.395,255.037,194.016,-96.1437,119.356,103.196,25.6651,92.7977,12.2229,139.266,203.886
3881,0,56.1341,-162.366,255.08,194.161,-96.3163,119.33,103.237,25.3023,92.9816,12.2591,138.512,204.179
3882,0,56.1626,-162.391,255.145,194.261,-96.4882,119.351,103.188,24.8943,93.0763,12.465,137.773,204.388
3883,0,56.2023,-162.425,255.197,194.276,-96.6519,119.273,103.162,24.5848,93.1311,12.7623,137.166,204.505
3884,0,56.213,-162.453,255.227,194.33,-96.8966,119.341,103.186,24.3555,93.1155,13.1651,136.521,204.606
3885,0,56.2963,-162.439,255.345,194.414,-97.0003,119.3,103.193,24.1554,93.0704,13.7627,135.995,204.756
3886,0,56.3648,-162.446,255.38,194.422,-97.102,119.298,103.173,24.0123,93.1094,14.3192,135.655,204.765
3887,0,56.4491,-162.445,255.441,194.475,-97.2023,119.301,103.208,23.9037,93.1326,14.8912,135.435,204.804
3888,0,56.539,-162.454,255.533,194.5,-97.2606,119.314,103.258,23.8523,93.1028,15.4057,135.331,204.825
3889,0,56.6077,-162.464,255.587,194.522,-97.3392,119.364,103.285,23.8017,93.0724,15.823,135.255,204.821
3890,0,56.644,-162.503,255.667,194.505,-97.4128,119.36,103.319,23.7474,93.0263,16.1923,135.221,204.837
3891,0,56.725,-162.526,255.734,194.544,-97.4646,119.36,103.296,23.7154,93.0048,16.4603,135.249,204.842
3892,0,56.7015,-162.502,255.738,194.51,-97.5111,119.364,103.248,23.6877,92.9642,16.582,135.283,204.816
3893,0,56.7596,-162.507,255.804,194.489,-97.5042,119.38,103.205,23.6483,92.9385,16.6382,135.318,204.813
3894,0,56.8322,-162.505,255.887,194.492,-97.496,119.392,103.126,23.6078,92.895,16.5941,135.326,204.81
3895,0,56.8533,-162.512,255.938,194.442,-97.4233,119.418,103.107,23.632,92.8803,16.4497,135.33,204.77
3896,0,56.8559,-162.527,255.987,194.402,-97.3699,119.427,103.039,23.6486,92.8746,16.3091,135.395,204.772
3897,0,56.908,-162.511,256.031,194.397,-97.2641,119.509,102.964,23.651,92.8914,16.1705,135.51,204.725
